asset_id,year,document_id,page_id,collection_page_number,document_page_number,owner_code,owner_label,owner_reported,portfolio_group,asset_name,asset_class,description,reported_value,value_min_usd,value_max_usd,value_has_open_upper_bound,income_types,other_income,reported_income,income_min_usd,income_max_usd,income_has_open_upper_bound,transaction_code,printed_page_label
asset:2018:000483,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"HCA HEALTHCARE, INC CMN",Common stock,"Common stock of HCA Healthcare, a large for-profit hospital operator","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,,Page 58 of 309
asset:2018:000484,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"HCP, INC. CMN",Common stock,"Common stock of Hcp, Inc","$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS",Page 58 of 309
asset:2018:000485,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"HD SUPPLY HOLDINGS, INC. CMN",Common stock,"Common stock of HD Supply Holdings, Inc","$1-$1,000",1,1000,False,"[""Capital gains""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 58 of 309
asset:2018:000486,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"HEALTHCARE TRUST OF AMERICA, I CMN CLASS A",Common stock,"Common stock of Healthcare Trust of America, I","$1-$1,000",1,1000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,FS",Page 58 of 309
asset:2018:000487,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HELMERICH & PAYNE INC. CMN,Common stock,Common stock of Helmerich & Payne Inc,"$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,FS,Page 58 of 309
asset:2018:000488,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HENRY SCHEIN INC COMMON STOCK,Common stock,"Common stock of Henry Schein, a dental and medical products distributor","$1-$1,000",1,1000,False,"[""Capital gains""]",,"$201-$1,000",201,1000,False,FS,Page 58 of 309
asset:2018:000489,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HESS CORPORATION CMN,Common stock,Common stock of Hess Corporation,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 58 of 309
asset:2018:000490,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HEWLETT PACKARD ENTERPRISE CO CMN,Common stock,"Common stock of Hewlett Packard Enterprise, an enterprise technology and server company","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 58 of 309
asset:2018:000491,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"HILL-ROM HOLDINGS, INC. CMN",Common stock,"Common stock of Hill-rom Holdings, Inc","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"PS,FS",Page 58 of 309
asset:2018:000492,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HILTON WORLDWIDE HOLDINGS INC. CMN,Common stock,"Common stock of Hilton Worldwide, a global hotel company.","$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 58 of 309
asset:2018:000493,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HOLLYFRONTIER CORP CMN,Common stock,Common stock of Hollyfrontier Corp,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,P,Page 58 of 309
asset:2018:000494,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HOLOGIC INCORPORATED CMN,Common stock,"Common stock of Hologic, medical device maker focused on women's health","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,"P,PS",Page 58 of 309
asset:2018:000495,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HONEYWELL INTL INC CMN,Common stock,"Common stock of Honeywell International, a diversified industrial and aerospace company.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 58 of 309
asset:2018:000496,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HORMEL FOODS CORPORATION CMN,Common stock,"Common stock of Hormel Foods, a packaged food and meat products company","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,P,Page 58 of 309
asset:2018:000497,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HOST HOTELS & RESORTS INC CMN,Common stock,"Common stock of Host Hotels & Resorts, a hotel real estate company","$1-$1,000",1,1000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,FS",Page 58 of 309
asset:2018:000498,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HOUSTON TEX UTIL SYS REV 4.0000% 11/15/19 MN FOR ISS DTD PR TO 07/10/2014 RFDG-COMBINED-FIRST LIEN-SER B,Municipal & gov bonds,"Municipal bond — Houston TEX Util SYS, 4.0000% coupon","$50,001-$100,000",50001,100000,False,"[""N/A""]",,None,0,0,False,P,Page 58 of 309
asset:2018:000499,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HP INC. CMN,Common stock,"Common stock of HP, maker of personal computers and printers","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 58 of 309
asset:2018:000500,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HUBBELL INCORPORATED CMN,Common stock,"Common stock of Hubbell, an electrical equipment manufacturer","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,FS",Page 58 of 309
asset:2018:000501,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HUDSON CNTY N J GO 4% 12/10/19 JD BANS UT BEO,Municipal & gov bonds,"Municipal bond — Hudson Cnty N J, 4% coupon","$100,001-$250,000",100001,250000,False,"[""N/A""]",,None,0,0,False,P,Page 58 of 309
asset:2018:000502,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HUMANA INC. CMN,Common stock,"Common stock of Humana, a health insurance company focused on Medicare plans","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,P,Page 58 of 309
asset:2018:000503,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HUNTINGTON BANCSHARES INCORPOR CMN,Common stock,"Common stock of Huntington Bancshares, a regional bank","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 58 of 309
asset:2018:000504,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"HUNTINGTON INGALLS INDUSTRIES, INC.",Common stock,"Common stock of Huntington Ingalls Industries, Inc","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 58 of 309
asset:2018:000505,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,HUNTSMAN CORPORATION CMN,Common stock,Common stock of Huntsman Corporation,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 58 of 309
asset:2018:000506,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,IDEXX LABORATORIES CMN,Common stock,"Common stock of IDEXX Laboratories, a veterinary diagnostics company","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,"P,PS",Page 58 of 309
asset:2018:000507,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,IHS MARKIT LTD CMN,Common stock,Common stock of IHS Markit Ltd,"$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,P,Page 58 of 309
asset:2018:000508,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,ILLINOIS FIN AUTH REV REV 5.5000% 11/01/21 MN BDS CENT DUPAGE HEALTH 2009B PRERE 11/01/19 SR LIEN,Preferred & hybrid securities,Preferred / hybrid perpetual security issued by Illinois FIN Auth REV REV 5.5000% 11/01/21 MN BDS Cent Dupage Health 2009b Prere 11/01/19 SR Lien,"$100,001-$250,000",100001,250000,False,"[""N/A""]",,None,0,0,False,P,Page 58 of 309
asset:2018:000509,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"ILLINOIS FIN AUTH REV REV 6.8750% 08/15/38 FA REVENUE BONDS, SERIES 2009 PR8/15/19 BEO ST XO RDM",Municipal & gov bonds,"Municipal bond — Illinois FIN Auth, 6.8750% coupon","$15,001-$50,000",15001,50000,False,"[""N/A""]",,None,0,0,False,P,Page 58 of 309
asset:2018:000510,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,ILLINOIS TOOL WORKS CMN,Common stock,"Common stock of Illinois Tool Works, a diversified industrial equipment manufacturer.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 58 of 309
asset:2018:000511,2018,2018-4,page:2018-4:0058,58,58,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"ILLUMINA, INC CMN",Common stock,"Common stock of Illumina, a maker of DNA sequencing equipment","$15,001-$50,000",15001,50000,False,"[""Capital gains""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 58 of 309
asset:2018:000512,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INCYTE CORPORATION CMN,Common stock,"Common stock of Incyte, a biopharmaceutical company developing cancer and inflammation drugs","$15,001-$50,000",15001,50000,False,"[""N/A""]",,$1-$200,1,200,False,"P,PS",Page 61 of 309
asset:2018:000513,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INGERSOLL-RAND PLC CMN,Common stock,Common stock of Ingersoll-rand PLC,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000514,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INGREDION INC CMN,Common stock,Common stock of Ingredion Inc,"$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 61 of 309
asset:2018:000515,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTEL CORPORATION CMN,Common stock,"Common stock of Intel, the semiconductor chip maker.","$50,001-$100,000",50001,100000,False,"[""Dividends"",""Capital gains""]",,"$2,501-$5,000",2501,5000,False,"P,PS",Page 61 of 309
asset:2018:000516,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"INTERACTIVE BROKERS GROUP, INC CMN",Common stock,"Common stock of Interactive Brokers Group, Inc","$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000517,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"INTERCEPT PHARMACEUTICALS, INC CMN",Common stock,"Common stock of Intercept Pharmaceuticals, Inc","$15,001-$50,000",15001,50000,False,"[""N/A""]",,$1-$200,1,200,False,P,Page 61 of 309
asset:2018:000518,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTERCONTINENTAL EXCHANGE INC CMN,Common stock,"Common stock of Intercontinental Exchange, owner of the New York Stock Exchange","$50,001-$100,000",50001,100000,False,"[""Dividends"",""Capital gains""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 61 of 309
asset:2018:000519,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTERNATIONAL PAPER CO. CMN,Common stock,"Common stock of International Paper, a packaging and paper products maker","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 61 of 309
asset:2018:000520,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTERPUBLIC GROUP COS CMN,Common stock,"Common stock of Interpublic Group, a global advertising and marketing holding company.","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 61 of 309
asset:2018:000521,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTL. BUSINESS MACHINES CORP CMN,Common stock,Common stock of Intl. Business Machines Corp,"$50,001-$100,000",50001,100000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 61 of 309
asset:2018:000522,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTL.FLAVORS & FRAGRANCE CMN,Common stock,"Common stock of International Flavors & Fragrances, a flavor and fragrance ingredients maker","$1-$1,000",1,1000,False,"[""N/A""]",,$1-$200,1,200,False,"P,FS",Page 61 of 309
asset:2018:000523,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTREXON CORPORATION CMN,Common stock,Common stock of Intrexon Corporation,"$1-$1,000",1,1000,False,"[""N/A""]",,$1-$200,1,200,False,"P,FS",Page 61 of 309
asset:2018:000524,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INTUIT INC CMN,Common stock,"Common stock of Intuit, maker of TurboTax and QuickBooks software","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,P,Page 61 of 309
asset:2018:000525,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"INTUITIVE SURGICAL, INC. CMN",Common stock,"Common stock of Intuitive Surgical, maker of robotic surgery systems.","$15,001-$50,000",15001,50000,False,"[""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000526,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,INVESCO LTD. CMN,Common stock,"Common stock of Invesco, an investment management firm","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 61 of 309
asset:2018:000527,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"IONIS PHARMACEUTICALS, INC. CMN",Common stock,"Common stock of Ionis Pharmaceuticals, Inc","$15,001-$50,000",15001,50000,False,"[""N/A""]",,$1-$200,1,200,False,"P,PS",Page 61 of 309
asset:2018:000528,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,IPG PHOTONICS CORPORATION CMN,Common stock,Common stock of IPG Photonics Corporation,"$1,001-$15,000",1001,15000,False,"[""N/A""]",,$1-$200,1,200,False,"P,PS",Page 61 of 309
asset:2018:000529,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,IQVIA HOLDINGS INC CMN,Common stock,"Common stock of IQVIA, a healthcare data analytics and clinical research company","$15,001-$50,000",15001,50000,False,"[""N/A""]",,$1-$200,1,200,False,"P,PS",Page 61 of 309
asset:2018:000530,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,IRON MOUNTAIN INCORPORATED CMN,Common stock,"Common stock of Iron Mountain, a records storage and data center company","$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",Partnership Income,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000531,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,J B HUNT TRANS SVCS INC CMN,Common stock,"Common stock of J.B. Hunt, a trucking and freight transportation company","$1-$1,000",1,1000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,FS,Page 61 of 309
asset:2018:000532,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,J. M. SMUCKER COMPANY (THE) CMN,Common stock,"Common stock of J.M. Smucker, a packaged foods company","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"PS,FS",Page 61 of 309
asset:2018:000533,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JABIL INC CMN,Common stock,"Common stock of Jabil, a contract electronics manufacturing company","$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,FS",Page 61 of 309
asset:2018:000534,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JACOBS ENGINEERING GRP CMN,Common stock,Common stock of Jacobs Engineering GRP,"$1-$1,000",1,1000,False,"[""Dividends"",""Capital gains""]",,"$1,001-$2,500",1001,2500,False,"P,PS,FS",Page 61 of 309
asset:2018:000535,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JANUS HENDERSON GROUP PLC CMN,Common stock,Common stock of Janus Henderson Group PLC,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,P,Page 61 of 309
asset:2018:000536,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JAZZ PHARMACEUTICALS PLC CMN,Common stock,Common stock of Jazz Pharmaceuticals PLC,"$1-$1,000",1,1000,False,"[""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 61 of 309
asset:2018:000537,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JEFFERIES FINANCIAL GROUP INC CMN,Common stock,Common stock of Jefferies Financial Group Inc,"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000538,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JETBLUE AIRWAYS CORPORATION CMN,Common stock,Common stock of Jetblue Airways Corporation,"$1-$1,000",1,1000,False,"[""N/A""]",,$1-$200,1,200,False,FS,Page 61 of 309
asset:2018:000539,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JOHNSON & JOHNSON CMN,Common stock,"Common stock of Johnson & Johnson, the healthcare products company","$100,001-$250,000",100001,250000,False,"[""Dividends""]",,"$2,501-$5,000",2501,5000,False,"P,PS",Page 61 of 309
asset:2018:000540,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JOHNSON CONTROLS INTERNATIONAL CMN,Common stock,"Common stock of Johnson Controls, a building equipment and HVAC company","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 61 of 309
asset:2018:000541,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,JPMORGAN CHASE & CO CMN,Common stock,"Common stock of JPMorgan Chase, the largest US bank.","$100,001-$250,000",100001,250000,False,"[""Dividends"",""Capital gains""]",,"$2,501-$5,000",2501,5000,False,"P,PS,FS",Page 61 of 309
asset:2018:000542,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"JUNIPER NETWORKS, INC. CMN",Common stock,"Common stock of Juniper Networks, a computer networking equipment maker","$1-$1,000",1,1000,False,"[""N/A""]",,$1-$200,1,200,False,FS,Page 61 of 309
asset:2018:000543,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KANSAS CITY SOUTHERN CMN,Common stock,Common stock of Kansas City Southern,"$1-$1,000",1,1000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 61 of 309
asset:2018:000544,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KELLOGG COMPANY CMN,Common stock,Common stock of Kellogg Company,"$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 61 of 309
asset:2018:000545,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KEURIG DR PEPPER INC CMN,Common stock,"Common stock of Keurig Dr Pepper, a soft drink and coffee company","$1,001-$15,000",1001,15000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,P,Page 61 of 309
asset:2018:000546,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KEURIG DR PEPPER INC. CMN,Common stock,Common stock of Keurig DR Pepper Inc,"$1-$1,000",1,1000,False,"[""Dividends""]",Partnership Income,"$5,001-$15,000",5001,15000,False,FS,Page 61 of 309
asset:2018:000547,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KEYCORP CMN,Common stock,"Common stock of KeyCorp, a regional bank","$50,001-$100,000",50001,100000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,P,Page 61 of 309
asset:2018:000548,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KIMBERLY-CLARK CORPORATION CMN,Common stock,"Common stock of Kimberly-Clark, maker of Kleenex and Huggies.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 61 of 309
asset:2018:000549,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KIMCO REALTY CORPORATION CMN,Common stock,Common stock of Kimco Realty Corporation,"$1,001-$15,000",1001,15000,False,"[""Dividends"",""Capital gains""]",Partnership Income,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000550,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KINDER MORGAN INC CMN CLASS P,Common stock,Common stock of Kinder Morgan Inc Class P,"$50,001-$100,000",50001,100000,False,"[""Dividends""]",Partnership Income,"$1,001-$2,500",1001,2500,False,"P,PS",Page 61 of 309
asset:2018:000551,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KLA-TENCOR CORPORATION CMN,Common stock,Common stock of Kla-tencor Corporation,"$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000552,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KNOWLES CORPORATION CMN,Common stock,Common stock of Knowles Corporation,"$50,001-$100,000",50001,100000,False,"[""N/A""]",,$1-$200,1,200,False,PS,Page 61 of 309
asset:2018:000553,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KOHL'S CORP (WISCONSIN) CMN,Common stock,Common stock of Kohl's Corp (wisconsin),"$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000554,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KROGER COMPANY CMN,Common stock,"Common stock of Kroger, the supermarket chain.","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000555,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,KY ST PPTY & BLDGS COMMN REVS REV 5.0000% 08/01/19 FA RFDG-PROJ NO 108-SER B BEO,Municipal & gov bonds,"Municipal bond — KY ST Ppty & Bldgs Commn Revs, 5.0000% coupon","$100,001-$250,000",100001,250000,False,"[""N/A""]",,$1-$200,1,200,False,P,Page 61 of 309
asset:2018:000556,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,"L BRANDS, INC. CMN",Common stock,"Common stock of L Brands, Inc","$15,001-$50,000",15001,50000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 61 of 309
asset:2018:000557,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,L3 TECHNOLOGIES INC CMN,Common stock,Common stock of L3 Technologies Inc,"$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 61 of 309
asset:2018:000558,2018,2018-4,page:2018-4:0061,61,61,SP,Spouse,SP,Ritu Ahuja 1994 Trust,LABORATORY CORPORATION OF AMER CMN,Common stock,"Common stock of Labcorp, a clinical laboratory testing company","$1-$1,000",1,1000,False,"[""N/A""]",,$1-$200,1,200,False,FS,Page 61 of 309
asset:2018:000559,2018,2018-4,page:2018-4:0064,64,64,SP,Spouse,SP,Ritu Ahuja 1994 Trust,LAM RESEARCH CORPORATION CMN,Common stock,"Common stock of Lam Research, a semiconductor manufacturing equipment maker.","$15,001-$50,000",15001,50000,False,"[""Dividends"",""Capital gains""]",,"$1,001-$2,500",1001,2500,False,"P,PS",Page 64 of 309
asset:2018:000560,2018,2018-4,page:2018-4:0064,64,64,SP,Spouse,SP,Ritu Ahuja 1994 Trust,LAREDO TEX DB 5% 02/15/19 FA COMB TAX AND REV CFTS OF OBLIG 2018 LT BEO,Municipal & gov bonds,"Municipal bond — Laredo TEX, 5% coupon","$15,001-$50,000",15001,50000,False,"[""N/A""]",,$1-$200,1,200,False,P,Page 64 of 309
asset:2018:000561,2018,2018-4,page:2018-4:0064,64,64,SP,Spouse,SP,Ritu Ahuja 1994 Trust,LAS VEGAS SANDS CORP. CMN,Common stock,"Common stock of Las Vegas Sands, a casino and resort operator","$1,001-$15,000",1001,15000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS",Page 64 of 309
asset:2018:000562,2018,2018-4,page:2018-4:0064,64,64,SP,Spouse,SP,Ritu Ahuja 1994 Trust,LEAR CORPORATION CMN,Common stock,"Common stock of Lear, an automotive seating and electrical systems supplier","$1-$1,000",1,1000,False,"[""Dividends"",""Capital gains""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 64 of 309
asset:2018:000563,2018,2018-4,page:2018-4:0064,64,64,SP,Spouse,SP,Ritu Ahuja 1994 Trust,LEGG MASON INC CMN,Common stock,Common stock of Legg Mason Inc,"$1-$1,000",1,1000,False,"[""Dividends""]",,"$201-$1,000",201,1000,False,"P,PS,FS",Page 64 of 309
